Absolute Difference;Difference;Movie Title;MSE without Categories;MSE with Categories;Categories;;;;;;;
0.2645;-0.2645;Kanal (1957);0.7578;1.0223;Drama;War;;;;;;
0.2644;0.2644;Red Balloon, The (Le Ballon rouge) (1956);2.0815;1.8171;Children;Fantasy;;;;;;
0.2644;-0.2644;Phantom of Liberty, The (Fantme de la libert, Le) (1974);1.0772;1.3416;Comedy;Drama;;;;;;
0.2641;-0.2641;Factotum (2005);1.17;1.4341;Drama;;;;;;;
0.2639;0.2639;Hard Candy (2005);1.1797;0.9158;Drama;Thriller;;;;;;
0.2638;0.2638;Darwin Awards, The (2006);1.8259;1.5621;Adventure;Comedy;Romance;;;;;
0.2636;-0.2636;My Man Godfrey (1957);0.8775;1.1411;Comedy;;;;;;;
0.2635;-0.2635;Madadayo (a.k.a. Not Yet) (1993);0.71;0.9735;Drama;;;;;;;
0.2635;-0.2635;Good German, The (2006);0.4919;0.7554;Drama;Mystery;Thriller;;;;;
0.2634;-0.2634;Dr. Jekyll and Mr. Hyde (1920);0.0083;0.2717;Drama;Horror;Sci-Fi;;;;;
0.2633;-0.2633;Caveman's Valentine, The (2001);0.6174;0.8807;Drama;;;;;;;
0.2633;-0.2633;Klimt (2006);1.9822;2.2455;Drama;;;;;;;
0.2632;0.2632;Posse (1975);2.1334;1.8702;Western;;;;;;;
0.263;-0.263;Ashes and Diamonds (Popil i diament) (1958);0.9851;1.2481;Drama;War;;;;;;
0.2629;-0.2629;Benji the Hunted (1987);1.5135;1.7764;Adventure;Children;;;;;;
0.2628;0.2628;Starting Out in the Evening (2007);0.6678;0.405;Drama;;;;;;;
0.2627;-0.2627;Slappy and the Stinkers (1998);0.1687;0.4314;Children;Comedy;;;;;;
0.262;-0.262;Goya's Ghosts (2006);0.9511;1.2131;Drama;;;;;;;
0.262;0.262;Inland Empire (2006);1.9588;1.6968;Drama;Film-Noir;Horror;Mystery;Thriller;;;
0.262;-0.262;Idolmaker, The (1980);0.6079;0.8699;Drama;;;;;;;
0.2617;-0.2617;American Flyers (1985);0.4318;0.6935;Drama;;;;;;;
0.2615;0.2615;Two Can Play That Game (2001);1.0116;0.7501;Comedy;Drama;;;;;;
0.2615;0.2615;Brother's Kiss, A (1997);0.348;0.0865;Drama;;;;;;;
0.2613;0.2613;Julien Donkey-Boy (1999);2.5565;2.2952;Drama;;;;;;;
0.2613;-0.2613;Drums Along the Mohawk (1939);1.3049;1.5662;Adventure;War;Western;;;;;
0.2609;-0.2609;Baxter, The (2005);0.7831;1.044;Comedy;Drama;Romance;;;;;
0.2608;0.2608;After the Fox (1966);2.1899;1.9291;Comedy;Crime;;;;;;
0.2608;0.2608;Africa addio (1966);0.2925;0.0317;Documentary;;;;;;;
0.2606;0.2606;Circus (2000);0.5376;0.277;Comedy;;;;;;;
0.2606;-0.2606;Knockout (1999);1.0569;1.3175;Action;Adventure;;;;;;
0.2606;-0.2606;Send Me No Flowers (1964);0.9157;1.1763;Comedy;Romance;;;;;;
0.2605;0.2605;Wagon Master (1950);0.2718;0.0113;Western;;;;;;;
0.2603;0.2603;World of Henry Orient, The (1964);1.4699;1.2096;Comedy;;;;;;;
0.2602;0.2602;Driller Killer, The (1979);2.1598;1.8996;Drama;Horror;;;;;;
0.2599;-0.2599;Brat (a.k.a. Brother) (1997);1.1548;1.4147;Action;Crime;Drama;;;;;
0.2593;0.2593;City Limits (1985);3.2991;3.0398;Action;Sci-Fi;;;;;;
0.2593;-0.2593;Shadow Magic (2000);1.8711;2.1304;Drama;Romance;;;;;;
0.2592;0.2592;Penitentiary (1979);0.8185;0.5593;Drama;;;;;;;
0.259;0.259;Suddenly, Last Summer (1959);0.7031;0.4441;Drama;;;;;;;
0.259;0.259;Wonderful Days (a.k.a. Sky Blue) (2003);1.1519;0.8929;Animation;Sci-Fi;;;;;;
0.259;-0.259;Train, The (1964);1.928;2.187;Action;Thriller;War;;;;;
0.2589;-0.2589;Bank Job, The (2008);0.5588;0.8177;Crime;Thriller;;;;;;
0.2588;0.2588;B. Monkey (1998);1.4964;1.2376;Crime;Romance;Thriller;;;;;
0.2587;-0.2587;Transylvania 6-5000 (1985);2.2516;2.5103;Comedy;Horror;;;;;;
0.2586;-0.2586;Calamity Jane (1953);0.4452;0.7038;Musical;Western;;;;;;
0.2585;-0.2585;Night Tide (1961);0.5632;0.8217;Drama;;;;;;;
0.2584;-0.2584;Nekromantik (1987);1.3745;1.6329;Comedy;Horror;;;;;;
0.2581;-0.2581;Anne Frank Remembered (1995);1.6154;1.8735;Documentary;;;;;;;
0.258;-0.258;My Bloody Valentine (1981);1.4385;1.6965;Horror;Thriller;;;;;;
0.2579;0.2579;Sting II, The (1983);2.4472;2.1893;Comedy;Crime;;;;;;
0.2571;0.2571;Farewell to the King (1989);1.119;0.8619;Action;War;;;;;;
0.257;0.257;Sink the Bismark! (1960);0.8675;0.6105;Action;Drama;War;;;;;
0.257;-0.257;Rich Man's Wife, The (1996);0.5595;0.8165;Thriller;;;;;;;
0.257;-0.257;Autopsy (Macchie Solari) (1975);0.1724;0.4294;Horror;;;;;;;
0.2569;-0.2569;1900 (Novecento) (1976);0.828;1.0849;Drama;War;;;;;;
0.2563;0.2563;Smart People (2008);1.4236;1.1673;Comedy;Drama;Romance;;;;;
0.2562;-0.2562;Bloody Child, The (1996);3.7698;4.026;Drama;Thriller;;;;;;
0.256;0.256;Bedford Incident, The (1965);0.8753;0.6193;Drama;Thriller;War;;;;;
0.2556;-0.2556;Prancer (1989);0.4065;0.6621;Children;Drama;;;;;;
0.2555;0.2555;Past Midnight (1992);0.7529;0.4974;Horror;Thriller;;;;;;
0.2555;0.2555;Stargate: Continuum (2008);0.8319;0.5764;Sci-Fi;;;;;;;
0.2554;0.2554;Merchant of Four Seasons, The (Der Hndler der vier Jahreszeiten) (1972);0.7388;0.4834;Drama;;;;;;;
0.2553;0.2553;Savage Grace (2007);1.1385;0.8832;Crime;Drama;;;;;;
0.2552;0.2552;Fearless (Huo Yuan Jia) (2006);1.1557;0.9005;Action;Drama;;;;;;
0.2551;-0.2551;Yankee Zulu (1994);1.7293;1.9844;Comedy;Drama;;;;;;
0.255;0.255;For Whom the Bell Tolls (1943);0.8768;0.6218;Adventure;Drama;Romance;War;;;;
0.255;-0.255;30 Days of Night (2007);1.1366;1.3916;Horror;Thriller;;;;;;
0.2549;0.2549;Amazing Panda Adventure, The (1995);1.5033;1.2484;Adventure;Children;;;;;;
0.2548;-0.2548;Igor (2008);1.0686;1.3234;Animation;Comedy;;;;;;
0.2547;0.2547;Monument Ave. (1998);0.9516;0.6969;Action;Crime;Drama;;;;;
0.2547;-0.2547;Clara's Heart (1988);0.7039;0.9586;Drama;;;;;;;
0.2546;-0.2546;Warriors (Guerreros) (2002);1.8806;2.1352;Adventure;Drama;War;;;;;
0.2546;-0.2546;Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971);0.8292;1.0838;Children;Comedy;;;;;;
0.2545;0.2545;We're No Angels (1955);1.4239;1.1694;Comedy;Crime;Drama;;;;;
0.2545;-0.2545;All I Want (Try Seventeen) (2002);1.9134;2.1679;Comedy;Drama;Romance;;;;;
0.2543;0.2543;Crossroads (1986);1.648;1.3937;Drama;;;;;;;
0.2543;0.2543;No End in Sight (2007);1.433;1.1787;Documentary;;;;;;;
0.2543;-0.2543;Big Green, The (1995);0.6603;0.9146;Children;Comedy;;;;;;
0.2543;-0.2543;Pallbearer, The (1996);1.5256;1.7799;Comedy;;;;;;;
0.2541;-0.2541;Faces of Death (1978);2.0539;2.308;Documentary;Horror;;;;;;
0.254;0.254;Poltergeist II: The Other Side (1986);1.3536;1.0996;Horror;Thriller;;;;;;
0.254;0.254;Comandante (2003);1.5141;1.2601;Documentary;;;;;;;
0.2539;0.2539;Mountain Men, The (1980);1.0334;0.7795;Adventure;Western;;;;;;
0.2538;0.2538;Unzipped (1995);1.3244;1.0706;Documentary;;;;;;;
0.2536;0.2536;Acid House, The (1998);1.4564;1.2028;Comedy;Drama;;;;;;
0.2534;-0.2534;Latter Days (2003);1.0247;1.2781;Comedy;Drama;Romance;;;;;
0.2532;-0.2532;Baby, the Rain Must Fall (1965);0.9854;1.2386;Drama;;;;;;;
0.2531;-0.2531;Earth (1998);1.7091;1.9622;Drama;War;;;;;;
0.2529;-0.2529;Bank, The (2001);0.5536;0.8065;Thriller;;;;;;;
0.2528;-0.2528;Unreasonable Man, An (2006);1.1328;1.3856;Documentary;;;;;;;
0.2525;-0.2525;Tony Takitani (2004);0.2468;0.4993;Drama;;;;;;;
0.2524;-0.2524;Harsh Times (2006);1.3486;1.601;Action;Crime;Drama;;;;;
0.2524;-0.2524;Hammer, The (2007);0.4898;0.7422;Comedy;;;;;;;
0.2522;0.2522;Paranoid Park (2007);1.4304;1.1782;Crime;Drama;;;;;;
0.2519;-0.2519;Felon (2008);0.7915;1.0434;Action;Crime;Drama;;;;;
0.2516;-0.2516;If You Only Knew (2000);2.8313;3.0829;Comedy;Romance;;;;;;
0.2515;0.2515;Lone Wolf and Cub: Sword of Vengeance (Kozure kami: Kowokashi udekashi tsukamatsuru) (1972);1.1463;0.8948;Action;Crime;;;;;;
0.2513;0.2513;White Sheik, The (Lo Sceicco bianco) (1952);1.3427;1.0914;Comedy;Romance;;;;;;
0.2513;-0.2513;G (2002);0.9529;1.2042;Drama;Romance;;;;;;
0.2513;-0.2513;Stag (1997);2.4298;2.6811;Action;Thriller;;;;;;
0.2512;-0.2512;Roxie Hart (1942);0.7579;1.0091;Comedy;;;;;;;
0.2512;-0.2512;Stendhal Syndrome, The (La Sindrome di Stendhal) (1996);0.4699;0.7211;Crime;Horror;Thriller;;;;;
0.2508;0.2508;SherryBaby (2006);1.1712;0.9204;Drama;;;;;;;
0.2508;-0.2508;Eureka (1986);0.1908;0.4416;Drama;;;;;;;
0.2507;-0.2507;Blow Dry (a.k.a. Never Better) (2001);0.9279;1.1786;Comedy;;;;;;;
0.2507;-0.2507;Rich and Strange (1932);0.4962;0.7469;Comedy;Romance;;;;;;
0.2507;0.2507;Tokyo Fist (Tokyo ken) (1995);0.5181;0.2674;Action;Drama;;;;;;
0.2507;-0.2507;Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958);1.6244;1.8751;Horror;Sci-Fi;;;;;;
0.2506;0.2506;Gothic (1986);1.373;1.1224;Drama;Horror;;;;;;
0.2503;-0.2503;Hammett (1982);0.6083;0.8586;Crime;Mystery;;;;;;
0.2501;0.2501;She's Having a Baby (1988);1.0378;0.7877;Comedy;;;;;;;
0.25;0.25;Lightning in a Bottle (2004);1.416;1.166;Documentary;;;;;;;
0.25;0.25;DiG! (2004);2.0963;1.8463;Documentary;;;;;;;
0.2499;0.2499;Daens (1992);0.7806;0.5307;Drama;;;;;;;
0.2499;0.2499;Between Strangers (2002);3.8554;3.6055;Drama;;;;;;;
0.2498;0.2498;Open Season (1996);0.4874;0.2376;Comedy;;;;;;;
0.2498;0.2498;City of Men (Cidade dos Homens) (2007);1.206;0.9562;Drama;;;;;;;
0.2496;0.2496;Hoot (2006);1.2358;0.9862;Children;Comedy;;;;;;
0.2496;0.2496;Concert for George, The (2003);1.0735;0.8239;Documentary;Musical;;;;;;
0.2496;-0.2496;Mirror Crack'd, The (1980);0.8315;1.0811;Crime;Mystery;Thriller;;;;;
0.2494;-0.2494;All in a Night's Work (1961);0.4852;0.7346;Comedy;;;;;;;
0.2493;-0.2493;Irma Vep (1996);0.7891;1.0384;Comedy;Drama;;;;;;
0.2492;-0.2492;Innocent Man, An (1989);1.2887;1.5379;Crime;Drama;;;;;;
0.2491;-0.2491;Hurlyburly (1998);0.71;0.9591;Drama;;;;;;;
0.2491;-0.2491;Bolt (2008);1.1586;1.4077;Action;Adventure;Animation;Children;Comedy;;;
0.249;0.249;Endless Summer 2, The (1994);0.8585;0.6095;Documentary;;;;;;;
0.2485;0.2485;Onegin (1999);1.0961;0.8476;Drama;Romance;;;;;;
0.2485;0.2485;April Fool's Day (1986);1.1175;0.869;Horror;;;;;;;
0.248;0.248;Alexander's Ragtime Band (1938);1.2009;0.9529;Drama;Musical;;;;;;
0.2474;0.2474;Fair Game (1995);1.9001;1.6527;Action;;;;;;;
0.2473;0.2473;Sour Grapes (1998);1.7545;1.5072;Comedy;;;;;;;
0.2472;0.2472;Joan of Arc (1948);1.2148;0.9676;Action;Drama;;;;;;
0.2472;0.2472;Friday the 13th Part VI: Jason Lives (1986);1.8451;1.5979;Horror;;;;;;;
0.2471;0.2471;I Got the Hook Up (1998);1.5392;1.2921;Comedy;;;;;;;
0.2471;0.2471;Song of Bernadette, The (1943);1.1158;0.8687;Drama;;;;;;;
0.2471;0.2471;Thief and the Cobbler, The (a.k.a. Arabian Knight) (1995);1.533;1.2859;Animation;Children;Comedy;Musical;Romance;;;
0.2469;0.2469;Big Momma's House 2 (2006);3.4889;3.242;Action;Comedy;Crime;;;;;
0.2469;0.2469;D.O.A. (1988);1.0261;0.7792;Film-Noir;Mystery;Thriller;;;;;
0.2466;0.2466;Otello (1986);2.3924;2.1458;Drama;;;;;;;
0.2465;-0.2465;Mole People, The (1956);1.0023;1.2488;Horror;Sci-Fi;;;;;;
0.2464;-0.2464;Jamaica Inn (1939);0.6625;0.9089;Drama;;;;;;;
0.2464;0.2464;Map of the World, A (1999);1.1378;0.8914;Drama;;;;;;;
0.2463;0.2463;Bon Cop, Bad Cop (2006);0.7016;0.4553;Action;Comedy;Crime;Thriller;;;;
0.2463;0.2463;It's My Party (1996);1.781;1.5347;Drama;;;;;;;
0.2463;0.2463;Glory Daze (1996);2.7525;2.5062;Drama;;;;;;;
0.2462;-0.2462;His Secret Life (Le Fate ignoranti) (2001);1.0603;1.3065;Drama;Romance;;;;;;
0.2462;0.2462;It's the Great Pumpkin, Charlie Brown (1966);1.2328;0.9866;Animation;Children;Comedy;;;;;
0.2461;0.2461;Normal Life (1996);0.6824;0.4363;Crime;Drama;Romance;;;;;
0.246;0.246;Turistas (2006);3.3205;3.0745;Adventure;Drama;Horror;Mystery;Thriller;;;
0.2455;0.2455;Hi-Lo Country, The (1998);0.8333;0.5878;Drama;Western;;;;;;
0.2455;0.2455;Secret Life of Walter Mitty, The (1947);0.935;0.6895;Comedy;Fantasy;Romance;;;;;
0.2455;-0.2455;Sweet Hearts Dance (1988);0.9292;1.1747;Drama;;;;;;;
0.2454;-0.2454;Here on Earth (2000);1.5748;1.8202;Drama;Romance;;;;;;
0.2454;-0.2454;Destiny in Space (1994);1.6861;1.9315;Documentary;IMAX;;;;;;
0.2453;0.2453;My Night At Maud's (Ma Nuit Chez Maud) (1969);0.6692;0.4239;Comedy;Romance;;;;;;
0.2453;-0.2453;Russian Doll (2000);1.0318;1.2771;Comedy;Romance;;;;;;
0.2451;-0.2451;To Begin Again (a.k.a. Starting Over) (Volver a Empezar) (1982);1.0504;1.2955;Drama;;;;;;;
0.2451;-0.2451;Manny & Lo (1996);0.6389;0.884;Drama;;;;;;;
0.245;0.245;Wuthering Heights (1970);1.6681;1.4231;Drama;;;;;;;
0.245;0.245;Fun with Dick and Jane (1977);1.4122;1.1672;Comedy;;;;;;;
0.2446;0.2446;El Cid (1961);0.4419;0.1973;Action;Adventure;Drama;Romance;War;;;
0.2445;0.2445;Bogus (1996);2.1737;1.9292;Children;Drama;Fantasy;;;;;
0.2445;-0.2445;Resident Evil: Extinction (2007);1.2442;1.4887;Action;Horror;Sci-Fi;Thriller;;;;
0.2443;-0.2443;Berlin: Symphony of a Great City (Berlin: Die Sinfonie der Grostadt) (1927);1.0678;1.3121;Documentary;;;;;;;
0.2442;0.2442;My Best Friend's Girl (2008);2.6368;2.3926;Comedy;Romance;;;;;;
0.2442;-0.2442;Farmer's Daughter, The (1947);0.6262;0.8704;Comedy;;;;;;;
0.2441;-0.2441;Sidekicks (1992);1.2804;1.5245;Action;Adventure;Children;Comedy;;;;
0.244;0.244;36 Hours (1965);0.2561;0.0121;Thriller;War;;;;;;
0.2439;0.2439;Boxer, The (1997);0.8246;0.5807;Drama;Thriller;;;;;;
0.2438;-0.2438;Kull the Conqueror (1997);1.4281;1.6719;Action;Adventure;;;;;;
0.2436;0.2436;Twentieth Century (1934);0.6297;0.3861;Comedy;;;;;;;
0.2435;-0.2435;Man in the Glass Booth, The (1975);0.2862;0.5297;Drama;;;;;;;
0.2434;-0.2434;Host, The (Gwoemul) (2006);1.0571;1.3005;Action;Adventure;Comedy;Drama;Fantasy;Horror;Sci-Fi;Thriller
0.2434;-0.2434;Mobsters (1991);0.4943;0.7377;Crime;Drama;;;;;;
0.2433;-0.2433;Tin Drum, The (Blechtrommel, Die) (1979);0.7423;0.9856;Drama;War;;;;;;
0.2433;0.2433;Sahara (1943);2.0549;1.8116;War;;;;;;;
0.2433;-0.2433;New York Doll (2005);2.0144;2.2577;Documentary;;;;;;;
0.2432;0.2432;Electra Glide in Blue (1973);0.882;0.6388;Action;Crime;;;;;;
0.2432;-0.2432;Onion Movie, The (2008);4.0655;4.3087;Comedy;;;;;;;
0.243;0.243;Rugrats in Paris: The Movie (2000);1.6411;1.3981;Animation;Children;Comedy;;;;;
0.2429;0.2429;Tadpole (2002);1.2078;0.9649;Comedy;Drama;Romance;;;;;
0.2429;0.2429;Are We There Yet? (2005);2.0296;1.7867;Children;Comedy;;;;;;
0.2428;-0.2428;For the Love of Benji (1977);1.314;1.5568;Adventure;Children;;;;;;
0.2427;0.2427;Tumbleweeds (1999);0.4609;0.2182;Drama;;;;;;;
0.2425;0.2425;Getting Away With Murder (1996);1.3714;1.1289;Comedy;;;;;;;
0.2425;-0.2425;Air Bud (1997);1.9111;2.1536;Children;Comedy;;;;;;
0.2424;0.2424;Female Perversions (1996);0.4127;0.1703;Drama;;;;;;;
0.2423;0.2423;Ned Kelly (1970);2.0393;1.797;Action;Crime;Western;;;;;
0.2423;-0.2423;Bridge to Terabithia (2007);0.8473;1.0896;Adventure;Children;Fantasy;;;;;
0.2422;-0.2422;Nevada Smith (1966);0.6233;0.8655;Western;;;;;;;
0.2422;-0.2422;Faces of Death 2 (1981);2.4784;2.7206;Documentary;Horror;;;;;;
0.2421;-0.2421;No Such Thing (2001);0.3141;0.5562;Drama;Fantasy;Romance;;;;;
0.2421;0.2421;Miracle of Morgan's Creek, The (1944);0.6576;0.4155;Comedy;Romance;;;;;;
0.2421;0.2421;Book of Love (1990);2.002;1.7599;Comedy;Romance;;;;;;
0.2419;0.2419;Tango (1998);0.9119;0.67;Drama;Musical;;;;;;
0.2419;0.2419;Tango Lesson, The (1997);0.4903;0.2484;Romance;;;;;;;
0.2417;0.2417;Shock Corridor (1963);1.4164;1.1747;Drama;;;;;;;
0.2417;-0.2417;Daddy Day Camp (2007);1.7132;1.9549;Children;Comedy;;;;;;
0.2415;0.2415;Preacher's Wife, The (1996);0.9638;0.7223;Drama;;;;;;;
0.2415;0.2415;Accattone (1961);2.3726;2.1311;Drama;;;;;;;
0.2409;0.2409;Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975);0.8479;0.607;Action;;;;;;;
0.2406;0.2406;Magnificent Obsession (1954);0.3743;0.1337;Drama;Romance;;;;;;
0.2406;0.2406;Fire Down Below (1957);1.2477;1.0071;Adventure;Drama;;;;;;
0.2404;-0.2404;Dahmer (2002);1.6238;1.8642;Drama;Horror;Thriller;;;;;
0.2404;-0.2404;Destry Rides Again (1939);1.0203;1.2607;Comedy;Western;;;;;;
0.2403;-0.2403;Enfer, L' (1994);0.7084;0.9487;Drama;;;;;;;
0.2403;-0.2403;Shotgun Stories (2007);0.5039;0.7442;Drama;Thriller;;;;;;
0.2399;-0.2399;War at Home, The (1996);0.4226;0.6625;Drama;;;;;;;
0.2398;-0.2398;No Reservations (2007);0.5296;0.7694;Comedy;Drama;Romance;;;;;
0.2393;-0.2393;Jump Tomorrow (2001);0.2128;0.4521;Comedy;Drama;Romance;;;;;
0.2393;0.2393;Magic Flute, The (Trollfljten) (1975);1.0391;0.7998;Comedy;Fantasy;Musical;Romance;;;;
0.2392;0.2392;Big Deal on Madonna Street (I Soliti Ignoti) (1958);0.809;0.5698;Comedy;Crime;;;;;;
0.2392;-0.2392;Promise, The (Das Versprechen) (1995);0.0001;0.2393;Drama;Romance;;;;;;
0.2391;-0.2391;Iceman Cometh, The (1973);1.3997;1.6388;Drama;;;;;;;
0.239;-0.239;Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987);2.6866;2.9256;Animation;Drama;;;;;;
0.2389;-0.2389;Book of Life (1998);0.6871;0.926;Comedy;;;;;;;
0.2389;0.2389;Soul Food (1997);1.2971;1.0582;Drama;;;;;;;
0.2388;0.2388;Mamma Roma (1962);0.8209;0.5821;Drama;;;;;;;
0.2388;0.2388;Midsummer Night's Dream, A (1935);1.9075;1.6687;Comedy;Fantasy;Romance;;;;;
0.2387;0.2387;Around the Bend (2004);0.602;0.3633;Drama;;;;;;;
0.2387;-0.2387;City of the Living Dead (Paura nella citt dei morti viventi) (1980);1.1664;1.4051;Horror;;;;;;;
0.2386;-0.2386;Zapped! (1982);1.5964;1.835;Comedy;Sci-Fi;;;;;;
0.2385;0.2385;Gabbeh (1996);0.617;0.3785;Drama;;;;;;;
0.2385;-0.2385;I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006);1.3546;1.5931;Comedy;Drama;Fantasy;Romance;;;;
0.2385;-0.2385;Evening (2007);1.2073;1.4458;Drama;;;;;;;
0.2384;-0.2384;Killing of a Chinese Bookie, The (1976);0.989;1.2274;Comedy;Crime;Drama;Film-Noir;Musical;;;
0.2384;0.2384;Only When I Laugh (1981);2.6385;2.4001;Comedy;Drama;;;;;;
0.2384;-0.2384;Something Wicked This Way Comes (1983);0.9758;1.2142;Children;Fantasy;Horror;Mystery;;;;
0.2384;-0.2384;Color Me Kubrick: A True...ish Story (Colour Me Kubrick) (2005);0.2792;0.5176;Comedy;Drama;;;;;;
0.238;-0.238;Scrooge (1970);0.6574;0.8954;Drama;Fantasy;Musical;;;;;
0.2377;-0.2377;One Good Cop (1991);0.3536;0.5913;Action;Crime;Drama;;;;;
0.2376;0.2376;Puccini For Beginners (2006);1.5776;1.34;Comedy;Romance;;;;;;
0.2375;0.2375;Pipe Dream (2002);0.8172;0.5797;Drama;;;;;;;
0.2375;0.2375;Mon Oncle Antoine (1971);0.7041;0.4666;Drama;;;;;;;
0.2374;0.2374;Up the Academy (1980);3.5282;3.2908;Comedy;;;;;;;
0.2374;-0.2374;Dangerous Ground (1997);0.409;0.6464;Drama;;;;;;;
0.2372;0.2372;Harvard Man (2001);1.6588;1.4216;Crime;Drama;Romance;Thriller;;;;
0.2372;-0.2372;Rosenstrasse (2003);1.2527;1.4899;Drama;War;;;;;;
0.2371;-0.2371;H.O.T.S. (1979);2.1802;2.4173;Comedy;;;;;;;
0.237;0.237;Catch That Kid (2004);1.6323;1.3953;Action;Adventure;Children;Comedy;Crime;;;
0.2369;0.2369;Long Gray Line, The (1955);1.6203;1.3834;Drama;;;;;;;
0.2369;0.2369;Dream Man (1995);1.9542;1.7173;Thriller;;;;;;;
0.2369;-0.2369;Unfaithfully Yours (1948);0.8183;1.0552;Comedy;;;;;;;
0.2366;-0.2366;Black Book (Zwartboek) (2006);0.7048;0.9414;Drama;Thriller;War;;;;;
0.2366;0.2366;On a Clear Day (2005);0.6808;0.4442;Drama;;;;;;;
0.2362;0.2362;On Any Sunday (1971);0.4167;0.1805;Documentary;;;;;;;
0.236;-0.236;Anna Christie (1930);0.9384;1.1744;Drama;;;;;;;
0.236;0.236;Born to Be Wild (1995);2.0884;1.8524;Adventure;Children;Comedy;Drama;;;;
0.2357;-0.2357;Extremities (1986);0.6459;0.8816;Drama;Thriller;;;;;;
0.2355;-0.2355;Offside (2006);0.9634;1.1989;Comedy;Drama;;;;;;
0.2355;0.2355;My Sassy Girl (Yeopgijeogin geunyeo) (2001);1.4788;1.2433;Comedy;Romance;;;;;;
0.2354;0.2354;Why Do Fools Fall In Love? (1998);0.5887;0.3533;Drama;;;;;;;
0.2353;0.2353;Where Sleeping Dogs Lie (1992);0.8292;0.5939;Crime;;;;;;;
0.2353;-0.2353;Flushed Away (2006);0.8152;1.0505;Animation;Comedy;;;;;;
0.2351;0.2351;Light It Up (1999);0.7366;0.5015;Drama;;;;;;;
0.235;0.235;In This World (2002);1.4052;1.1702;Adventure;Drama;;;;;;
0.235;-0.235;Silk Stockings (1957);0.2971;0.5321;Musical;;;;;;;
0.2349;0.2349;Feast (2005);0.5261;0.2912;Action;Comedy;Horror;Thriller;;;;
0.2349;0.2349;Dr. Jekyll and Mr. Hyde (1941);1.2768;1.0419;Drama;Horror;;;;;;
0.2347;0.2347;Gone Fishin' (1997);1.9717;1.737;Comedy;;;;;;;
0.2346;-0.2346;Home on the Range (2004);1.229;1.4636;Animation;Children;Comedy;Musical;Western;;;
0.2345;0.2345;Wrong Is Right (a.k.a. The Man With the Deadly Lens) (1982);0.4797;0.2452;Drama;Thriller;;;;;;
0.2344;-0.2344;Luna Papa (1999);2.186;2.4204;Comedy;Drama;Fantasy;;;;;
0.2342;-0.2342;Casque d'or (a.k.a. Golden Marie) (1952);0.7535;0.9877;Crime;Drama;Romance;;;;;
0.2342;0.2342;Lucie Aubrac (1997);1.1458;0.9116;Romance;War;;;;;;
0.2341;0.2341;Toxic Avenger, Part II, The (1989);0.9933;0.7592;Comedy;Horror;;;;;;
0.2341;-0.2341;Teaching Mrs. Tingle (1999);1.1799;1.414;Comedy;Thriller;;;;;;
0.234;0.234;Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993);0.5953;0.3613;Documentary;;;;;;;
0.234;-0.234;Dark Command (1940);0.7847;1.0187;Western;;;;;;;
0.2339;0.2339;Flashback (1990);0.9891;0.7552;Action;Comedy;;;;;;
0.2339;-0.2339;Zorro, the Gay Blade (1981);1.6276;1.8615;Comedy;;;;;;;
0.2338;-0.2338;Ayn Rand: A Sense of Life (1997);0.9389;1.1727;Documentary;;;;;;;
0.2337;0.2337;Wild Reeds (Les Roseaux sauvages) (1994);0.7135;0.4798;Drama;;;;;;;
0.2337;0.2337;Prairie Home Companion, A (2006);0.7953;0.5616;Comedy;Drama;Musical;;;;;
0.2337;0.2337;Longford (2006);0.2849;0.0512;Crime;Drama;Mystery;;;;;
0.2335;-0.2335;City of Lost Souls, The (Hyryuu-gai) (2000);0.6414;0.8749;Crime;Drama;Thriller;;;;;
0.2335;-0.2335;Fast and the Furious: Tokyo Drift, The (2006);1.762;1.9955;Action;Crime;Drama;Thriller;;;;
0.2334;0.2334;Razor's Edge, The (1946);0.963;0.7296;Drama;;;;;;;
0.2333;0.2333;Snow Cake (2006);0.6355;0.4022;Drama;;;;;;;
0.233;0.233;People I Know (2002);1.2434;1.0104;Crime;Drama;;;;;;
0.2329;0.2329;When Night Is Falling (1995);0.6629;0.43;Drama;Romance;;;;;;
0.2327;-0.2327;Life Before Her Eyes, The (2007);0.9984;1.2311;Drama;Thriller;;;;;;
0.2327;-0.2327;Goodbye Lover (1999);0.7359;0.9686;Comedy;Crime;Thriller;;;;;
0.2324;0.2324;Wanderers, The (1979);1.0455;0.8131;Drama;;;;;;;
0.2324;0.2324;Abbott and Costello Meet the Mummy (1955);0.8906;0.6582;Comedy;;;;;;;
0.2323;-0.2323;Ghost of Frankenstein, The (1942);0.3758;0.6081;Horror;;;;;;;
0.2322;-0.2322;Brother Sun, Sister Moon (Fratello sole, sorella luna) (1972);1.0358;1.268;Drama;;;;;;;
0.2319;-0.2319;Heaven's Burning (1997);0.1328;0.3647;Action;Drama;;;;;;
0.2319;0.2319;Comfort of Strangers, The (1990);0.9185;0.6866;Drama;;;;;;;
0.2318;-0.2318;Groove (2000);1.1683;1.4001;Drama;;;;;;;
